"","RegionName","RegionCode","Date","indicator_type","past_value","past_flag","present_value","present_flag","Notes"
"80","Pennsylvania","US_PA","17-Sep","C1_School.closing",2,"T",2,"T","On September 17, Gettysburg Elementary School in Adams County shifted to a fully remote model after a few positive COVID-19 cases were detected. The school is set to remain closed through Friday, September 25, and will reopen on Monday, September 28.     Additionally, the Wingate Elementary school in the Bald Eagle Area School district, that reopened on August 25, will be closed until at least Sept. 30 after 3 positive COVID-19 cases have been reported.    Links:  http://web.archive.org/web/20200917192639/https://local21news.com/news/local/gettysburg-elementary-school-switches-to-remote-learning-model-after-positive-covid-cases  http://web.archive.org/web/20200917193302/https://www.centredaily.com/news/local/community/bald-eagle/article245792320.html"
"81","South Dakota","US_SD","17-Sep","C1_School.closing",0,NA,0,NA,"As the number of coronavirus infections in schools has grown, administrators have found themselves trying to balance keeping schools open, protecting students and staff and considering the legal liability they could face if they don’t do enough to prevent infections, said Wade Pogany, the director of the Associated School Boards of South Dakota.    Administrators have taken on the extra work of assisting contact tracing investigations from the Department of Health to keep track of which students could be exposed to someone with an infection. Pogany called an “overwhelming process” that has heaped stress on school staff trying to keep classrooms open.    https://web.archive.org/web/20200918091703if_/https://www.nbcnews.com/news/us-news/education-groups-south-dakota-say-containing-coronavirus-nightmare-n1240307"
"82","Alabama","US_AL","18-Sep","C1_School.closing",2,"T",2,"T","The University of Alabama system reported its lowest numbers of new COVID-19 cases for the week of Sept. 11-17, just 156 (119 at the University of Alabama). The number of tests performed has not been published. The system reported a 1% positivity rate for its randomized sentinel testing, as well as only 221 active cases systemwide. Officials attribute the low numbers to successful pre-planning.     https://web.archive.org/web/20200924105523/https://uasystem.edu/news/2020/09/sept-18-2020-covid-19-dashboard-update/    https://web.archive.org/web/20200924105621/https://uasystem.edu/covid-19-dashboard"
"83","Iowa","US_IA","18-Sep","C1_School.closing",2,"T",2,"T","On September 18th, Iowa Governor Kim Reynolds issued a new proclamation reiterating that schools should deliver in-person instructions. Schools could opt for remote-learning option if: (1) the Iowa Department of Education approved temporary school closure, (2) parents gave their consent for virtual-learning, (3) severe weather and/ or derecho impacted the school, (4) and certain individuals and classrooms must be pulled out from the school facility due to public health conditions.     http://web.archive.org/web/20200924080329/https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf"
"84","New Mexico","US_NM","18-Sep","C1_School.closing",2,"G",2,"G","Four more counties were cleared by the state Dept. of Health to reopen for hybrid model learning at the K-5 level. This brings the total number of counties allowed to reopen to 29. However, according to the State Public Education Department, only 65 elementary schools (serving approximately 12,500 students) have reopened since September 8.  https://web.archive.org/web/20200920124426/https://webnew.ped.state.nm.us/news-releases/  Most universities remain mostly online or hybrid. Few cases have been reported, even at the biggest universities. UNM has reported a total of 41 cases as of September 18.  https://archive.vn/vapgt   https://archive.vn/beesi "
"85","Oregon","US_OR","18-Sep","C1_School.closing",2,"T",2,"T","At Oregon's largest university, Oregon State University, students are beginning to arrive on campus. Around 2,500 students are expected to live on campus in fall term. Benton County recorded a spike in coronavirus cases on Friday the 18th as widespread testing occurred for those moving into dorms. ""The Oregon Health Authority in its Saturday report noted 27 new Benton County cases, a figure the Benton County Health Department said has not previously exceeded 10 in a single day."" https://web.archive.org/web/20200921175049/https://www.gazettetimes.com/news/local/benton-county-virus-spike-tied-to-osu-move-in/article_de7bd39c-69a2-5211-b1bd-6b90e1aeee32.html"
"86","Washington","US_WA","18-Sep","C1_School.closing",3,"T",3,"T","September 18 was the last date a University of Washington community member reported a positive COVID-19 test result. The University lists the total number of cases across its three campuses here: https://web.archive.org/web/20200921195410/https://www.washington.edu/coronavirus/testing-results/"
"87","Wisconsin","US_WI","18-Sep","C1_School.closing",2,"T",2,"T","On September 18th, the City of Milwaukee Health Department allowed two more schools to reopen.   http://web.archive.org/web/20200924092723/https://city.milwaukee.gov/ImageLibrary/MKE-Health1/COVID-19/MediaReleaseSchoolSafetyPlansUpdate9.18.20.pdf "
"88","Washington","US_WA","19-Sep","C1_School.closing",3,"T",3,"T","In a statement addressed to faculty, staff, and students on Sept 18, Washington State University's President Schulz outlined increased testing measures for the university community, stating that over 1,500 students have received testing so far.   ""Cougar Health Services officially opened its walk-up testing site on Sept. 8. This site allows students to receive free COVID-19 tests regardless of whether they are currently experiencing symptoms.  The Washington Army National Guard deployed its own testing site on Sept. 8 in coordination with WSU. This site is mobile, moving to new locations frequently in an effort to be accessible to as many current students as possible. Testing is provided to students at no cost."" https://web.archive.org/web/20200921200416/https://from.wsu.edu/president/2020/covid-19-efforts/email.html"
"89","Nevada","US_NV","20-Sep","C1_School.closing",2,"T",2,"T","Clark County schools Twitter account indicates that schools remain closed as of Sept 20, and will likely remain closed (though future coders should confirm).    https://archive.fo/nHeQG"
"90","Oregon","US_OR","20-Sep","C1_School.closing",2,"T",2,"T","On Sept 20 health officials in Lane County, where the University of Oregon is located, stated they are seeing ""exponential increase"" in cases as students arrive on campus and some schools in Springfield prepare to have in-person instruction for younger students. ""The test positivity rate has gone up to 4.2%, nearly double what it was Sept. 10."" At UO ""All students are assigned a move-in day and time to reduce the number of people arriving at once and must take a COVID-19 test before moving into their dorms. UO has told students they should plan to quarantine at their home, a hotel or other location with their family until after their test results come back."" https://web.archive.org/web/20200921180119/https://www.registerguard.com/story/news/2020/09/20/lane-health-officials-sound-alarm-rise-covid-19-cases-school-starts/5839720002/"
"91","Texas","US_TX","20-Sep","C1_School.closing",2,"T",2,"T","Previous coding appears to still be up-to-date, with Austin pushing back in person instruction until October     https://web.archive.org/web/20200920205615/https://www.austinisd.org/openforlearning"
"92","Idaho","US_ID","21-Sep","C1_School.closing",2,"T",1,"T","As of 21 September, Boise School district began a phased return to class.    https://web.archive.org/web/20200908134554/https://www.boiseschools.org/news/what_s_new/phased_reopening_draft_plan_announced    This followed the return of Ada County schools on September 14.  https://web.archive.org/web/20200924123539/https://www.westada.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=63&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=295101&PageID=1"
"93","Mississippi","US_MS","21-Sep","C1_School.closing",2,"T",2,"T","The University of Mississippi, in partnership with the Department of Health, has started universal and randomized sentinel testing for students, faculty, and staff.    https://web.archive.org/web/20200924120023/https://coronavirus.olemiss.edu/"
"94","Nebraska","US_NE","21-Sep","C1_School.closing",0,NA,0,NA,"September 17, the Nebraska Department of Health and Human Service published that OPS has established safety measures throughout its schools including enhanced cleaning measures, regular disinfecting of high-touch surfaces, frequent handwashing and hand sanitizer use, social distancing measures, updated meal and transportation procedures and the use of district-provided face coverings.    See the Nebraska Department Health and Human services website, archived: https://web.archive.org/web/20200918132101/http://dhhs.ne.gov/Pages/State-Partners-with-Omaha-Public-Schools-to-Support-a-Responsible-Return-to-In-Person-Learning.aspx    September 21, the Nebraska Department of Education is creating a the Nebraska Accommodation Project (NAP).   NAP provides short-term housing so that Nebraskans can safely quarantine or isolate while protecting household members with a health condition.  Through a partnership with the Nebraska Department of Education (NDE), NAP is now providing temporary housing to teachers to mitigate the risk of the virus traveling between households and schools.        See the official Nebraska Government website, archived: https://web.archive.org/save/https://governor.nebraska.gov/press/gov-ricketts-dhhs-leaders-highlight-service-medicaid-recipients-temporary-housing-option  "
"95","New York","US_NY","21-Sep","C1_School.closing",2,"T",1,"T","An article from Politico Magazine (linked below) indicates that about 90,000 New York City public school students indeed returned to in-person instruction on 21st September. This is not the full number (there are 1.1 public school students in the city), but it appears that all public schools in New York State now at least have the green light to reopen. Therefore, this indicator is now a 1T.     Source: http://web.archive.org/web/20200923185431/https://www.politico.com/states/new-york/albany/story/2020/09/21/schools-reopen-for-fraction-of-new-york-city-students-1317643"
"96","Ohio","US_OH","21-Sep","C1_School.closing",3,"T",2,"T","Miami University began face-to-face learning on Sept 21. Most major universities in Ohio now have in person classes, the code has been changed to 2T as several K-12 major school district are still conducting classes virtually    https://web.archive.org/web/20200924010348/https://www.miamistudent.net/article/2020/09/how-does-miamis-covid-19-testing-plan-compare-to-peer-institutions?ct=content_open&cv=cbox_featured"
"97","California","US_CA","22-Sep","C1_School.closing",3,"T",3,"T","On September 22, it was announced that over 24 schools in the Fresno School District were given waivers to allow for in-person schooling. Re-opening dates have not yet been announced.   The LA Unified School District Superintendent also announced on September 22 that LA schools were unlikely to reopen to in-person classes before November.     Fresno Bee article: https://web.archive.org/web/20200924053123/https://www.fresnobee.com/news/coronavirus/article245932370.html    LA ABC7 article: https://web.archive.org/web/20200924055105/https://abc7.com/los-angeles-unified-school-district-la-schools-are-open-county/6480289/    See full list of California elementary schools allowed to reopen to in-person schooling: https://web.archive.org/web/20200924053401/https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/ElementarySchoolWaiverConsultations.aspx"
"98","Oregon","US_OR","22-Sep","C1_School.closing",2,"T",2,"T","According to the Statesmen Journal on Sept 22, of Oregon’s 36 counties, four currently meet the school reopening metrics of having a positivity rate of 5% or lower three weeks in a row and 10 or fewer cases per 100,000 people for three weeks in a row. Wheeler County, which hasn’t had a case since June, along with Grant County, Lake County and Harney County have met the guidelines. All four counties have a low population density (Wheeler is the least populous in Oregon). Crook, Josephine and Sherman Counties are close to meeting the metrics.     More populated counties have seen an increase in the positivity rate in the past week.     https://web.archive.org/web/20200923204743/https://www.statesmanjournal.com/story/news/local/coronavirus/2020/09/22/oregon-coronavirus-updates-oregon-falls-behind-school-reopening-metrics/5860765002/"
"99","Washington","US_WA","22-Sep","C1_School.closing",3,"T",3,"T","Beginning Sept 22, 4,000 University of Washington students are expected to relocate to the residence halls for fall, which represents less than half of the normal residence hall capacity. https://web.archive.org/web/20200923222238/https://komonews.com/news/coronavirus/thousands-of-uw-students-set-to-move-into-resident-halls-for-fall-semester"
"100","Alabama","US_AL","23-Sep","C1_School.closing",2,"T",2,"T","No new K-12 reopenings have been reported, however several large districts are preparing to switch from virtual-only to hybrid instruction, including Mobile County, whose planned reopening was delayed by Hurricane Sally.     https://web.archive.org/web/20200924110032/https://www.mcpss.com/sys/content/newspost/98955adfa527439585f6281f0ca9f756    Although still virtual-only, Birmingham City Schools will begin COVID-19 testing student athletes for free on Sept. 28.     https://web.archive.org/web/20200924110227/https://www.wvtm13.com/article/birmingham-city-schools-to-offer-free-covid-19-testing-for-students-participating-in-fall-sports/34132107"
"101","Mississippi","US_MS","23-Sep","C1_School.closing",2,"T",2,"T","There have been no new openings or dramatic closings in Mississippi as of Sept. 23. On Sept. 23, the Department of Health reported 138 new teacher/staff cases and 244 new student cases at the K-12 level from September 14-18 with 4819 students and staff quarantined during that time.     https://web.archive.org/web/20200924121803/https://msdh.ms.gov/msdhsite/_static/resources/10800.pdf"
"102","Washington DC","US_DC","03-Sep","C2_Workplace.closing",2,"G",2,"G","On September 3, the phase two of reopening was still in place. See DC Coronavirus Information, website, archived: https://web.archive.org/web/20200903155939/https://coronavirus.dc.gov/"
"103","Florida","US_FL","03-Sep","C2_Workplace.closing",2,"T",2,"T","County Mayor of Miami Dade County extends the Declaration of a State of Local Emergency for an additional period of 7 days beginning September 3. No changes to closure and containment measures have been issued.  Link:   https://web.archive.org/web/20200903155428/https://www.miamidade.gov/information/library/09.02.20-state-of-emergency-declaration-extension-26.pdf"
"104","Michigan","US_MI","03-Sep","C2_Workplace.closing",2,"G",2,"G","There is still the required closure of some sectors.  https://web.archive.org/web/20200819102223mp_/https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-524136--,00.html    https://web.archive.org/web/20200903121727/https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-531123--,00.html"
"105","New Mexico","US_NM","03-Sep","C2_Workplace.closing",2,"G",2,"G","On Sept 3, the Public Health Emergency Order was revised. Most restrictions stayed at the current levels (see Aug 29), but places of loging were allowed to increase capacity from 50% to 75% if they completed the NM Safe Certified training.     Link to Public Health Emergency Order:   https://archive.fo/zofLq"
"106","Delaware","US_DE","04-Sep","C2_Workplace.closing",2,"T",1,"G","Governor Carney’s order requires businesses to more strictly enforce face covering requirements among their employees. They must have written documentation, such as a doctor’s note, supporting any accommodation that allows an employee to not wear a face covering. The order also includes additional guidance around the wearing of face coverings in restaurants and gyms.     In restaurants, Delawareans and visitors are strongly encouraged to wear face coverings when waitstaff visits a table, and whenever they are not eating or drinking. Customers must wear coverings if they leave their table and while entering or exiting the establishment.     In gyms and other exercise facilities, Delawareans must wear face coverings when they are not engaged in vigorous physical activity. Vigorous physical activity – or high-intensity exercise – is defined as a physical activity done with a large amount of effort, resulting in a substantially higher heart rate and rapid breathing. Delawareans must wear face coverings while weight-lifting, which is not considered vigorous physical activity, and everyone is strongly encouraged to wear face coverings at all times in gyms.     According to the updated order, bars in Delaware beach communities may reopen on Friday (4th Sep) for food service with significant safety precautions. Reservations are required for bar service, and food must be ordered. Patrons must maintain six (6) feet social distance from non-household members.    Since all closure restrictions seem to have been dialed down to a social distancing/mask wearing restriction, and the bars on the beach communities are also allowed to reopen - the code is changed to a 1G.    https://web.archive.org/web/20200904125722/https://news.delaware.gov/2020/09/03/governor-carney-issues-omnibus-executive-order-on-covid-19-restrictions/"
"107","Massachusetts","US_MA","04-Sep","C2_Workplace.closing",2,"G",2,"G","Gov. Charlie Baker announced a halt in Massachusetts' reopening plan and a renewed focus on stopping people from violating the orders. He pointed out the new COVID Enforcement and Intervention Team, and how it will ramp up enforcement efforts and coordinate intervention efforts in high-risk communities, to avoid having to go back as other States have had to.    ""Unlike many states where reopening led to a dramatic increase in total cases and big increases in positive test rates and hospitalizations, here in Massachusetts that reopening happened,"" he said. ""Almost half a million people came back to work at the same time we significantly reduced the positive test rate and the number of cases being discovered and dramatically ramped up testing.""    https://web.archive.org/web/20200910182410/https://www.nbcboston.com/news/local/when-will-massachusetts-move-forward-with-its-reopening-plan/2191715/"
"108","Maryland","US_MD","04-Sep","C2_Workplace.closing",1,"G",1,"G","On September 4, Governor Hogan initiated the start of Phase Three of reopening which allowed for a 75% capacity in retail shops and religious facilities. It also allowed for movie theaters and live entertainment venues to reopen with 50% capacity or a maximum of 100 people if it is indoors, and of 250 people maximum if it is outdoors. There seems to be no restriction on the capacity of manufacturing facilities. Personal services, food and recreational establishments, fitness centers, and gaming facilities remain at 50% capacity.    Montgomery Country and Prince George’s County announced though that they will remain in Phase Two, maintaining the capacity at 50% for all retail establishments, restaurants, manufacturing facilities, fitness centers, and personal services.     Since there are still some state-level notable restrictions on capacity corresponding to a level 1, this indicator was coded as a 1G and not a 1T, even though some targeted areas have more restrictive measures.    See Press Release, Executive Order, and Prince George’s County’s and Montgomery County’s websites, archived:    (Maryland Press Release) https://web.archive.org/web/20200904081721/https://governor.maryland.gov/2020/09/01/governor-hogan-announces-beginning-of-stage-three-of-marylands-covid-19-recovery-additional-safe-and-gradual-reopenings/    (Maryland Executive Order) https://web.archive.org/web/20200904081626/https://governor.maryland.gov/wp-content/uploads/2020/09/Gatherings-12th-AMENDED-9.1.20.pdf    (Prince George’s) https://web.archive.org/web/20200904081831/https://www.princegeorgescountymd.gov/ArchiveCenter/ViewFile/Item/3278 and https://web.archive.org/web/20200904081921/https://www.princegeorgescountymd.gov/3504/County-Phased-Reopening     (Montgomery) https://web.archive.org/web/20200904082230/https://www.montgomerycountymd.gov/covid19/reopening/ "
"109","Maine","US_ME","04-Sep","C2_Workplace.closing",2,"G",2,"G","According to Governor Mills’ reopening plan, spas, massage facilities, barbers, laser hair removal services, and similar personal care and treatment facilities and services were permitted to reopen for business between July and August. It still remains unclear (as of 11th September) whether this has happened yet.     Judging by the Restarting Maine’s Economy webpage, Stage 4 (all businesses open and operating with appropriate safety modifications) has not yet been reached in any regions of the state. However, it is possible that Stage 4 has indeed been reached, and the Restarting Maine website has simply not been updated to reflect this.     Nevertheless, as the reopening of bars for dine-in service has been postponed until further notice (which has not yet been given on 11th September), 2G remains in place.    Source: http://web.archive.org/web/20200909055704/https://www.maine.gov/covid19/restartingmaine"
"110","North Carolina","US_NC","04-Sep","C2_Workplace.closing",2,"G",2,"G","Effective at 5 PM on September 4, North Carolina enters Safer at Home Phase 2.5 per Executive Order No. 163. Businesses including bars, nightclubs, movie theaters, and amusement parks remain closed. Gyms may reopen at 30% capacity, museums may resume operations at 50% capacity, and playgrounds may reopen.     Link:   https://web.archive.org/web/20200905012744/https://twitter.com/NC_Governor/status/1301891531138310145  Executive Order:  https://web.archive.org/web/20200901232718/https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf"
"111","North Dakota","US_ND","04-Sep","C2_Workplace.closing",1,"G",1,"T","Gov. Doug Burgum announced changes to the COVID-19 risk levels for 21 of North Dakota’s 53 counties under the ND Smart Restart plan, stressing the need to reverse the state’s upward trend of active coronavirus cases and positive test rate.     Some counties are moving to low risk level (green) to moderate risk level (yellow), others to the ""new normal"" (blue): https://archive.fo/xjrff    ND Smart Restart Plan: https://archive.vn/DgGe3"
"112","New Jersey","US_NJ","04-Sep","C2_Workplace.closing",2,"G",1,"G","""Effective at 6:00 a.m. on September 4, 2020, entertainment  centers where performances are viewed or given, including movie theaters,  performing arts centers, and other concert venues, may open their indoor  spaces to the public""    https://web.archive.org/web/20200904184932/https://nj.gov/infobank/eo/056murphy/pdf/EO-183.pdf"
"113","New York","US_NY","04-Sep","C2_Workplace.closing",2,"G",2,"G","4th September: As of 16th September 2020, all regions of New York are still in Phase IV of reopening, but there has been no further update to the policy on concerts and sports events with fans, therefore 2G remains in place.     Source: http://web.archive.org/web/20200916150233/https://forward.ny.gov/new-york-city-phase-four-industries"
"114","Rhode Island","US_RI","04-Sep","C2_Workplace.closing",2,"G",2,"G","Executive Order still in place. The 60-day renewal period for all existing and new executive orders is suspended till the 2nd of October, 2020. See Executive Order, archived: http://web.archive.org/web/20200910183118/https://governor.ri.gov/documents/orders/Executive-Order-20-72.pdf    ""Working from home is still strongly encouraged when possible. For office-based  businesses, up to 66% of workers may work on site at the same time as long as  physical distancing standards, regulations and other guidance required in Phase III guidelines can be maintained. This guidance also applies to offices that were closed or  operated with a minimal workforce on-site through Phase II within non-office-based  businesses. For any workplace where more than 66% of employees have been  working on site during Phase II, the employer is not required to reduce the number of  staff on site.  14. All office-based businesses must follow state requirements on cleaning, screening  employees, wearing masks, collecting contact tracing information, posting appropriate  signs and notices and other health and safety protocols. Such businesses with  employees returning to work must develop a COVID-19 Control Plan which shall be  available for inspection by the Task Force created by Executive Order 20-32. Officebased businesses must review the guidance applicable to them available at  https://ReopeningRl.com and must also complete a template for COVID-19 Control  Plans available on that website.  Expansion of Retail Businesses  15. All retail businesses with a physical location in Rhode Island may continue to conduct  in-store pickup and limited browsing. All retail businesses may now allow up to one  customer per 100 square feet of store area open to customers generally. A list of  critical and non-critical retail businesses can be found at  https://dbr.ri.gov/documents/DBRCriticalRetailBusinessesList 04032020.pdf.  16. Retail businesses and multi-tenant retail complexes or operations are required to  review the applicable guidance available at https://ReopeningRl.com, regulations set  forth by RIDOH, relevant executive orders and any other law applicable to retail  businesses. All retail businesses must also develop a COVID-19 Control Plan which  shall be available for inspection by the Task Force created by Executive Order 20-32.  A template for COVID-19 Control Plans can be found at https://ReopeningRI.com.""    See executive order 20-67, archived: http://web.archive.org/web/20200829144224/https://governor.ri.gov/documents/orders/Executive-Order-20-67.pdf"
"115","Texas","US_TX","04-Sep","C2_Workplace.closing",2,"G",2,"G","ABC News updates on potential reopening plan announcement: http://web.archive.org/web/*/https://abc13.com/reopening-texas-gov-greg-abbott-coronavirus-bars-in/6406234/"
"116","Utah","US_UT","04-Sep","C2_Workplace.closing",2,"T",1,"G","The governor moved the last orange level counties to yellow on September 4.  All businesses can be open with appropriate hygiene and social distancing measures.  https://web.archive.org/web/20200903211623/https://coronavirus-download.utah.gov/business/Yellow/Utahs_Low_Risk_Phase_Flyer_English.pdf    https://web.archive.org/web/20200910081537/https://coronavirus.utah.gov/governor-issues-executive-order-lowering-restrictions-in-salt-lake-city-and-sevier-county/  "
"117","Colorado","US_CO","05-Sep","C2_Workplace.closing",2,"G",2,"G","The Governor extended the Protect Our Neighbors Executive Order.    Link: https://archive.fo/8MEkD"
"118","Missouri","US_MO","06-Sep","C2_Workplace.closing",1,"T",1,"T","According to a White House Coronavirus Task Force report released Sept. 6, it is recommended that “bars must be closed, and indoor dining must be restricted to 50% of normal capacity in yellow zone and 25% of normal capacity in red zone counties and metro areas.”  https://web.archive.org/web/20200917154000/https://media-cdn.wehco.com//news/documents/2020/09/11/missouri96206060426076.pdf"
"119","Alabama","US_AL","08-Sep","C2_Workplace.closing",2,"T",1,"G","The Mayor of Tuscaloosa partially lifted the order closing bars and lounges, allowing them to reopen at 50% maximum capacity, up to 100 persons. Restaurants that sell alcohol must continue to serve drinks to seated customers only. Because bars were previously required to close and may now reopen, the coding has been downgraded to 1G.    https://web.archive.org/web/20200910195241/https://assets.caboosecms.com/media/7916688_eo-09042020.pdf    https://web.archive.org/web/20200910195914/https://www.tuscaloosa.com/posts/2020/09/05/mayor-maddox-issues-updates-to-executive-order-regarding-bars-and-restaurants"
"120","Florida","US_FL","08-Sep","C2_Workplace.closing",2,"T",2,"T","Palm Beach County (PBC) enacted Emergency Order No. 24 effective on September 8, 2020. This order shall expire upon the expiration of the existing State of Local Emergency. The following establishments are allowed to reopen: bowling alleys, escape rooms, movie theaters, playhouses, restaurants and food establishments including ballrooms and clubhouses; other recreational indoor entertainment venues in an enclosed building. Each establishment is assigned specific reopening criteria including limited patron capacity. Mueseums, libraries, in-store retail, tanning and tattoo salons, massage parlors, and gym and fitness centers are allowed to operate at full capacity.     Bars, auditoriums, concert halls, nightclubs, and arcades remain closed.     Link:  https://web.archive.org/web/20200910180159/https://discover.pbcgov.org/PDF/COVID19/PBC-EO-24.pdf    Code remains as 2T due to continued stringent local policies in other counties and a handful of businesses in PBC remain closed. "
"121","Missouri","US_MO","08-Sep","C2_Workplace.closing",1,"T",1,"T","St. Louis Health Commissioner Order No. 14, in effect Sept. 8, extends the restrictions of the previous Order No. 13. Bars, restaurants, and nightclubs must limit occupancy to 50% and close by 11:00pm. Large venues must also remain at 50% occupancy. The order remains in effect until modified.  https://web.archive.org/web/20200909073629/https://www.stlouis-mo.gov/government/departments/health/communicable-disease/covid-19/orders/health-commissioner-order-14.cfm https://web.archive.org/web/20200819124713/https://www.stlouis-mo.gov/government/departments/health/communicable-disease/covid-19/orders/health-commissioner-order-13.cfm"
"122","Pennsylvania","US_PA","08-Sep","C2_Workplace.closing",2,"G",2,"G","On September 8, Governor Wolf announced that restaurants could increase indoor occupancy to 50 percent, starting September 21. However, to do this, they had to continue complying with the safety protocols and reopening guidance.   Additionally,  restaurants were also expected to self -certify that they are in compliance with official orders.     Link:  http://web.archive.org/web/20200909100149/https://www.governor.pa.gov/newsroom/governor-wolf-announces-restaurants-may-increase-indoor-occupancy-to-50-percent-starting-september-21/ "
"123","South Carolina","US_SC","08-Sep","C2_Workplace.closing",0,NA,0,NA,"On September 8, the SC DHEC launched a new pledge project to further engage the business community in the fight against COVID-19. Business leaders that sign the “Stay SC Strong” pledge will receive a social media graphic announcing their commitment to fight COVID-19, as well as a printable poster reiterating the four major workplace safety measures prescribed by DHEC.     Link:  https://web.archive.org/web/20200910190858/https://www.scdhec.gov/news-releases/dhec-launches-covid-19-pledge-project-south-carolinas-business-community-south"
"124","Missouri","US_MO","09-Sep","C2_Workplace.closing",1,"T",1,"T","On Sept. 9, the City of St. Louis announced that youth sports could resume under some guidelines. They had previously been cancelled out of an abundance of caution. Under the guidelines, no spectators or non-essential visitors are permitted, including parents/guardians.  https://web.archive.org/web/20200910090213/https://www.stlouis-mo.gov/government/departments/health/news/youth-sports-guidelines-announced-september-9-2020.cfm"
"125","New York","US_NY","09-Sep","C2_Workplace.closing",2,"G",2,"G","Governor Cuomo’s announcement of 9th September 2020, stating that dine-in restaurant service will begin again in New York City on 30th September, confirms that dine-in service is still not operational yet in this region at least. As nothing has changed on the ground, 2G remains in place.     Source (Wayback Machine unavailable): https://www.governor.ny.gov/news/governor-cuomo-announces-indoor-dining-new-york-city-allowed-resume-beginning-september-30-25"
"126","Oklahoma","US_OK","09-Sep","C2_Workplace.closing",0,NA,0,NA,"Oklahoma State Department of Health released a revised guidance to support long term care facilities efforts to balance the need to protect residents from COVID-19 and ensure healthy social and emotional connections with family and friends during the pandemic. The revised guidance helps clarify variations between phases two and three for visitations and communal activities.    https://web.archive.org/web/20200916233648/https://www.ok.gov/triton/modules/newsroom/newsroom_article.php?id=150&article_id=61801"
"127","Oregon","US_OR","09-Sep","C2_Workplace.closing",2,"T",2,"T","Due to extensive wildfires in Oregon, thousands of people are evacuating their homes and large swathes of the state are encouraged to stay indoors due to poor air quality, with many businesses are closed. While not a direct policy related to Covid-19, these wildfires may heighten the potential for community spread (ie in evacuation centers) in some areas and dampen it in others as people remain at home due to smoke. https://web.archive.org/web/20200910201902/https://www.oregonlive.com/politics/2020/09/as-oregon-wildfires-burn-gov-kate-brown-holds-briefing-to-update-public-on-fire-damage-firefighting-plans-watch-live-at-1-pm.html"
"128","Alaska","US_AK","10-Sep","C2_Workplace.closing",1,"T",1,"T","Anchorage's Emergency Order EO-14 v2 remains in effect. "
"129","Florida","US_FL","10-Sep","C2_Workplace.closing",2,"T",2,"T","The Coutny Mayor of Miami-Dade County extends the Declaration of a State of Local Emergency for an additional seven days. The extension commences September 10. No change to closure and containment measures is introduced thus the code remains the same.     Link:  https://web.archive.org/web/20200910181215/https://www.miamidade.gov/information/library/09.09.20-state-of-emergency-declaration-extension-27.pdf"
"130","Colorado","US_CO","11-Sep","C2_Workplace.closing",2,"G",2,"G","""Protect Our Neighbors"" policy remains in place. Some sectors, such as bars, are not permitted to reopen."
"131","Louisiana","US_LA","11-Sep","C2_Workplace.closing",2,"G",2,"G","Aug 26 Gov extends phase two restrictions including closure of bars for two weeks in light of Hurricanes Marco and Laura  http://web.archive.org/web/20200903102439/https://www.wsj.com/articles/coronavirus-latest-news-08-26-2020-11598427633    The Governor moves Louisiana to Phase 3 of Resilient Louisiana with effect from September 18th 2020:    https://web.archive.org/web/20200917234431/https://gov.louisiana.gov/assets/Proclamations/2020/123-JBE-2020-COVID-19-Public-Health-Emergency-Phase3-of-Resilient-LA.pdf"
"132","Michigan","US_MI","11-Sep","C2_Workplace.closing",2,"G",2,"G","The governor's executive order on the closure of some sectors is still in place."
"133","North Carolina","US_NC","11-Sep","C2_Workplace.closing",2,"G",2,"G","No changes found after checking relevant resources. "
"134","Rhode Island","US_RI","11-Sep","C2_Workplace.closing",2,"G",2,"G","Previous EO still in place (until 2nd October) and code is retained since retail businesses are still only allowed one customer per 100 sq ft, which is a severe restriction on business.    https://web.archive.org/web/20200918014835/https://reopeningri.com/offices-and-other-business-types "
"135","Virginia","US_VA","11-Sep","C2_Workplace.closing",1,"G",1,"G","In Executive Order 68, the Governor ordered new restrictions on the Eastern Region. However, Executive Order 67 is still in force.    ‘All restaurants, dining establishments, food courts, breweries, microbreweries,  distilleries, wineries, and tasting rooms must close no later than 12:00 a.m.    Indoor dining in restaurants, dining establishments, food courts, breweries, microbreweries, distilleries, wineries, and tasting rooms may not exceed 50% of the lowest occupancy load on the certificate of occupancy.’    Code: 1T      EO 68: https://web.archive.org/web/20200730233349/https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-68-and-Order-of-Public-Health-Emergency-Eight---Additional-Restrictions-on-the-Eastern-Region-due-to-Novel-Coronavirus-(COVID-19).pdf"
