"","RegionName","RegionCode","Date","indicator_type","past_value","past_flag","present_value","present_flag","Notes"
"70","Nunavut","CAN_NU","09-Jun-21","C3_Cancel public events",2,"T",1,"G","On 9th June, restrictions eased in Kinngait. Indoor public gatherings including at places of worship and arenas could take place for up to 50 people or 50% of the facility's capacity, whichever is less. Restrictions already eased in Iqaluit on 3rd June so that indoor events were permitted for up to 25 people or 25% of the facility's capacity, whichever is less. Places of worship in Iqaluit could also open for in-person services with no singing for up to 25 people or 25% capacity, whichever is less. Also in Iqaluit, arenas could allow 25 people or 25% of the facility's capacity, whichever is less. There could be no more than 25 spectators and no team sports.     Sources:  http://web.archive.org/web/20210616081758/https://www.gov.nu.ca/health/news/public-health-restrictions-eased-kinngait-and-iqaluit-masks-mandatory-across-territory    https://web.archive.org/web/20210616094442/https://www.gov.nu.ca/executive-and-intergovernmental-affairs/news/public-health-restrictions-be-eased-iqaluit "
"71","Alberta","CAN_AB","10-Jun-21","C3_Cancel public events",2,"G",1,"G","Beginning June 10, Alberta moves into stage 2 of reopening. The changes include:  - Capacity for places of worship increases to one-third of fire code occupancy.  - Outdoor fixed seating facilities (eg, grandstands) can open with one-third seated capacity.  - Public outdoor gatherings increase to 150 people (eg, concerts / festivals).  https://web.archive.org/web/20210614034913/https://www.alberta.ca/release.cfm?xID=7934477F07AEA-A03E-C928-08F2CE679254D785  "
"72","Ontario","CAN_ON","11-Jun-21","C3_Cancel public events",2,"G",1,"G","Ontario moves to its Step One of reopening.     Public events with up to 10 people are allowed. Religious services are capped at the number of people that can maintain a physical distance of two metres.    https://web.archive.org/web/20210621021725/https://news.ontario.ca/en/release/1000279/ontario-to-move-to-step-one-of-roadmap-to-reopen-on-june-11"
"73","Newfoundland and Labrador","CAN_NL","12-Jun-21","C3_Cancel public events",2,"T",1,"G","Effective 12 june 2021, the government of Newfoundland and Labrador (NL) moved that part of the Western Health Region, which had been at Alert Level 4, to level 2. The entire province is now at Alert Level 2: “Traditional parades and large-scale outdoor ceremonies or events, including community fireworks and bonfires, are not recommended at this time... Organizers should consider adjusting event plans to follow the Guidelines for Distanced Gatherings, and/or making alternate arrangements that would eliminate or reduce any associated gatherings to under 100 people.” See government of NL website, archived: https://web.archive.org/web/20210614172737/https://www.gov.nl.ca/covid-19/alert-system/alert-level-2/  https://web.archive.org/web/20210614173703/https://www.gov.nl.ca/releases/2021/health/0611n05/"
"74","New Brunswick","CAN_NB","14-Jun-21","C3_Cancel public events",1,"G",1,"G","On 14 June 2021, the province of New Brunswick (NB) is at the Yellow level: “For formal events, an operational plan is required...large live performance facilities ...may operate under a COVID-19 operational plan...Sports Tournaments ...may be permitted, subject to the approval of an operational plan and risk assessment.” See Province of NB website, archived:   https://web.archive.org/web/20210614140630/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels.html  https://web.archive.org/web/20210614140847/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html  "
"75","Northwest Territories","CAN_NT","15-Jun-21","C3_Cancel public events",1,"G",1,"G","Outdoor gatherings: All persons may gather at an outdoor location provided no more than 200 persons are present with minimal restrictions. This guideline extends to outdoor sports, music festivals, food and drink on patios, garage sales and parades.    Indoor gatherings: Businesses, organizations, restaurants and bars are restricted to no more than 25 persons. Persons are prohibited from having more than 5 persons from outside their household in a dwelling place, and from having more than a total of 10 persons in that dwelling place at any one time.    https://web.archive.org/web/20210614170121/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/public-health-order-relaxing-outside-restrictions-2021-06-09_en.pdf  https://web.archive.org/web/20210621180854/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021"
"76","Nova Scotia","CAN_NS","16-Jun-21","C3_Cancel public events",2,"G",1,"G","As of June 16, 2021:  - Festivals, special events and arts and culture events (like performances) - 25% of the venue’s capacity up to 50 people indoors and up to 75 people outdoors with social distancing and mask requirements when hosted by a business or organization.   - Amateur performing arts rehearsals and virtual or in-person performances can have up to 10 people indoors and up to 25 people outdoors without social distancing.   - Professional performing arts rehearsals and performances can have up to 15 people indoors and up to 25 people outdoors without social distancing.   - Players, participants and officials in organized sports (recreational, amateur and professional) can practice and train with up to 10 people indoors and up to 25 people outdoors without social distancing.   - Virtual events are permitted with a maximum of 10 people indoors and 25 people outdoors  - Faith gatherings hosted by a business or organization - 25% of the venue’s capacity up to 50 people indoors or 75 people outdoors with social distancing.  - Informal wedding ceremonies and funerals (including receptions and visitation) can have up to 10 people plus the person conducting the ceremony indoors and up to 25 people plus the person conducting the ceremony outdoors without social distancing.  - Wedding ceremonies and funerals (including receptions and visitation) hosted by a business or organization - 25% of the venue’s capacity up to 50 people indoors or 75 people outdoors with social distancing.  - Informal faith gatherings can have up to 10 people plus the person conducting the ceremony indoors and up to 25 people plus the person conducting the ceremony outdoors without social distancing.    1. Source: https://archive.fo/dVmVY  2. Source: https://archive.fo/Rp1yH"
"77","Prince Edward Island","CAN_PE","16-Jun-21","C3_Cancel public events",1,"G",1,"G","https://archive.vn/yZPrK    (Effective June 6, 2021)    Moving Forward Step 1: FAQs    Personal gatherings will increase to up to 20 people indoors and outdoors.  Weddings and funerals will be permitted with a maximum of 150 people, in cohorts of 50, hosted by a recognized business or organization.  Special occasion events (ex: backyard weddings, anniversary parties) hosted by individuals are permitted with up to 50 people with a reviewed operational plan.  Restaurants may have a table size of up to 20; no restricted closing time for in-person consumption of food and beverage."
"78","Alberta","CAN_AB","18-Jun-21","C3_Cancel public events",1,"G",1,"G","It was announced on June 18 that all COVID-19 restrictions will be lifted as of July 1.    https://web.archive.org/web/20210620035653/https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300"
"79","Saskatchewan","CAN_SK","20-Jun-21","C3_Cancel public events",NA,NA,1,"G","Public events as broadly defined are now permitted, although most still with restrictions . As per the new mid-June public health order and launching of stage 2, here are some changes to public event capacity.      Indoor sport competitions will be able to resume, as many restrictions are being lifted.  Tournaments will be permitted, however interprovincial play is not and no more than 150 spectators are permitted in the facility.   Capacity limits for banquet and conference facilities will increase to 150 people.  Attendees may be served food and/or beverage in the facility, but must remain seated except when getting their food/beverage, using washroom facilities or entering/exiting the premises.  Self-serve is not permitted at this time.""""      https://web.archive.org/web/20210619052006/https://www.saskatchewan.ca/government/news-and-media/2021/june/18/covid19-update-for-june-18-961997-vaccines-administered-98-new-cases-95-recoveries-one-new-death"
"80","New Brunswick","CAN_NB","21-Jun-21","C3_Cancel public events",1,"G",1,"G","On 21 June 2021, the province of New Brunswick (NB) is at Yellow alert -- phase 2 on the path to green: “Indoor formal gatherings [including faith gatherings] are permitted with 50 per cent capacity with a COVID operational plan...Outdoor formal gatherings are permitted with a maximum capacity possible with distancing and a COVID operational plan....large live performance facilities ...may operate under a COVID-19 operational plan.” Having achieved the target thresholds for vaccinations -- 75% of residents aged 12 and up have received 1st dose and 20% fully vaccinated with 2 doses, NB implemented phase 2 on the path to green on 17 June. Relative to the previous yellow alert rules, restrictions are now more relaxed for events. But, with some limits still in place, code remains at 1G. See Province of NB websites, archived:  https://web.archive.org/web/20210619184600/https://www2.gnb.ca/content/dam/gnb/Departments/eco-bce/Promo/covid-19/path-to-green.pdf https://web.archive.org/web/20210621111612/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"81","Newfoundland and Labrador","CAN_NL","21-Jun-21","C3_Cancel public events",1,"G",1,"G","On 21 june 2021, the entire province of Newfoundland and Labrador (NL) is at Alert Level 2. “Event Guidance: Under the Public Health Protection and Promotion Act, the Chief Medical Officer of Health has set a maximum number of individuals that can be in a gathering with physical distancing restrictions; Level 2; 100. This limit applies to formal gatherings that are run by a recognized business/organization...Exceptions to the gathering limit include: Gatherings in large venues (including theatres and performing arts venues, community centres, other entertainment venues, and sports venues) with a capacity of 500 people or more and that have an operating plan approved...As of June 15, 2021, there is no limit on the number of people who can attend parades and outdoor ceremonies or events, as long as physical distancing can be maintained. Event organizers should adjust event plans to accommodate appropriate physical distancing, including ensuring sufficient space for the anticipated number of participants.” Rules have been relaxed , but guidance still fits 1G. See government of NL websites, archived:  https://web.archive.org/web/20210621150756/https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/"
"82","Northwest Territories","CAN_NT","22-Jun-21","C3_Cancel public events",1,"G",1,"G","Previous policy remains in place.  Outdoor gatherings: All persons may gather at an outdoor location provided no more than 200 persons are present with minimal restrictions. This guideline extends to outdoor sports, music festivals, food and drink on patios, garage sales and parades.  Indoor gatherings: Businesses, organizations, restaurants and bars are restricted to no more than 25 persons. Persons are prohibited from having more than 5 persons from outside their household in a dwelling place, and from having more than a total of 10 persons in that dwelling place at any one time.    https://web.archive.org/web/20210627194613/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021  https://web.archive.org/web/20210614170121/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/public-health-order-relaxing-outside-restrictions-2021-06-09_en.pdf"
"83","Nunavut","CAN_NU","25-Jun-21","C3_Cancel public events",1,"G",1,"G","On 25th June in Rankin Inlet and all Qikiqtani communities except Iqaluit, public health measures were eased. Indoor gatherings in community halls, conference spaces, government and Inuit organization facilities will increase to 100 people or 75% capacity, whichever is less.     Source: http://web.archive.org/web/20210701083813/https://www.gov.nu.ca/health/news/public-health-restrictions-be-eased-across-qikiqtani-rankin-inlet"
"84","Quebec","CAN_QC","25-Jun-21","C3_Cancel public events",2,"G",1,"G","Festivals and other outdoor events can now take place under proper sanitary measures, for up to 3500 participants.    https://web.archive.org/web/20210706030445/https://www.quebec.ca/premier-ministre/actualites/detail/toutes-les-regions-du-quebec-passeront-au-nouveau-palier-vert-des-le-28-juin-32838"
"85","Prince Edward Island","CAN_PE","27-Jun-21","C3_Cancel public events",1,"G",1,"G","https://archive.vn/yZPrK    (Effective June 6, 2021)    Moving Forward Step 1: FAQs    Personal gatherings will increase to up to 20 people indoors and outdoors.  Weddings and funerals will be permitted with a maximum of 150 people, in cohorts of 50, hosted by a recognized business or organization.  Special occasion events (ex: backyard weddings, anniversary parties) hosted by individuals are permitted with up to 50 people with a reviewed operational plan.  Restaurants may have a table size of up to 20; no restricted closing time for in-person consumption of food and beverage."
"86","New Brunswick","CAN_NB","28-Jun-21","C3_Cancel public events",1,"G",1,"G","On 28 June 2021, the province of New Brunswick (NB) is at Yellow alert -- phase 2 on the path to green: “Indoor formal gatherings [including faith gatherings] are permitted with 50 per cent capacity with a COVID operational plan...Outdoor formal gatherings are permitted with a maximum capacity possible with distancing and a COVID operational plan....large live performance facilities ...may operate under a COVID-19 operational plan.” See Province of NB websites, archived:  https://web.archive.org/web/20210628191913/https://www2.gnb.ca/content/gnb/en/news/news_release.2021.06.0505.html  https://web.archive.org/web/20210628193814/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"87","Newfoundland and Labrador","CAN_NL","28-Jun-21","C3_Cancel public events",1,"G",1,"G","On 28 june 2021, the entire province of Newfoundland and Labrador (NL) is at Alert Level 2. “Event Guidance: Under the Public Health Protection and Promotion Act, the Chief Medical Officer of Health has set a maximum number of individuals that can be in a gathering with physical distancing restrictions; Level 2; 100. This limit applies to formal gatherings that are run by a recognized business/organization...Exceptions to the gathering limit include: Outdoor drive-in events where people remain in their vehicles. Motorcades that disperse following the event. Community parades, fireworks and outdoor ceremonial events, with physical distancing. Gatherings in large venues (including theatres and performing arts venues, community centres, other entertainment venues, and sports venues) with a capacity of 500 people or more and that have an operating plan approved...” See government of NL websites, archived:  https://web.archive.org/web/20210628141405/https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/  https://web.archive.org/web/20210628141503/https://www.gov.nl.ca/covid-19/life-during-covid-19/events/event-guidance/"
"88","Nova Scotia","CAN_NS","28-Jun-21","C3_Cancel public events",1,"G",1,"G","As of June 28, 2021, many public events including festivals and sporting events continue to be allowed but restrictions on capacity depending on the type of event still apply. Source: https://archive.fo/t0dh0"
"89","Northwest Territories","CAN_NT","29-Jun-21","C3_Cancel public events",1,"G",1,"G","Indoor gatherings: As of June 29,  gatherings with a maximum of 200 people are able to proceed without approval required and without masking or distancing. Some exceptions on indoor gatherings still require additional approval includes the following activities deemed high risk: indoor/business gatherings of more than 200 people, funerals/celebrations of life, live singing, wind instrument performances, indoor dancing, winter sports, and handgames.  Outdoor gatherings: Previous policy remains. All persons may gather at an outdoor location provided no more than 200 persons are present with minimal restrictions. Some gatherings are considered high risk like funerals or celebrations of life still require additional approvals from the Office of the Chief Public Health Officer (OCPHO).    https://web.archive.org/web/20210705214402/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021  https://web.archive.org/web/20210705210949/https://www.gov.nt.ca/en/newsroom/indoor-gathering-restrictions-eased-nwt  https://web.archive.org/web/20210705211032/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/pho-gatherings_order_en.pdf"
"90","British Columbia","CAN_BC","01-Jul-21","C3_Cancel public events",NA,NA,1,"G","As of July 1, 2021, organized events such as concerts are allowed an increased capacity. Fairs, festivals and trade shows can return to normal operations with a communicable disease plan. There are no capacity limits or restrictions on indoor or outdoor religious gatherings and worship services.   1. Source: https://archive.fo/DGdOA  2. Source: https://archive.fo/zfJ1A"
"91","New Brunswick","CAN_NB","05-Jul-21","C3_Cancel public events",1,"G",1,"G","On 5 July 2021, the province of New Brunswick (NB) remains at Yellow alert -- phase 2 on the path to green: “Indoor formal gatherings [including faith gatherings] are permitted with 50 per cent capacity with a COVID operational plan...Outdoor formal gatherings are permitted with a maximum capacity possible with distancing and a COVID operational plan....large live performance facilities ...may operate under a COVID-19 operational plan.” See Province of NB websites, archived:  https://web.archive.org/web/20210703180650/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"92","Newfoundland and Labrador","CAN_NL","05-Jul-21","C3_Cancel public events",1,"G",1,"G","On 5 july 2021, the entire province of Newfoundland and Labrador (NL) is at Alert Level 2. “Event Guidance: Under the Public Health Protection and Promotion Act, the Chief Medical Officer of Health has set a maximum number of individuals that can be in a gathering with physical distancing restrictions; Level 2; 100. This limit applies to formal gatherings that are run by a recognized business/organization...Exceptions to the gathering limit include: Outdoor drive-in events where people remain in their vehicles. Motorcades that disperse following the event. Community parades, fireworks and outdoor ceremonial events, with physical distancing. Gatherings in large venues (including theatres and performing arts venues, community centres, other entertainment venues, and sports venues) with a capacity of 500 people or more and that have an operating plan approved...” See government of NL websites, archived: https://web.archive.org/web/20210705111935/https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/  https://web.archive.org/web/20210703115456/https://www.gov.nl.ca/covid-19/life-during-covid-19/events/event-guidance/"
"93","Prince Edward Island","CAN_PE","06-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","restrictions of up to 20 people indoor or outdoor at private gatherings.     https://archive.vn/A60Ee "
"94","New Brunswick","CAN_NB","07-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 7 June 2021, the province of New Brunswick (NB) is at the Yellow level. “Indoor informal – Your household and Steady15. Indoor formal – Occupancy limits are based on capacity of facility to maintain physical distancing of people who are not members of the same household or Steady15 and are to be no more than 50% of the facility’s capacity. Continuous mask use is required....Outdoor gatherings with physical distancing of 50 people or fewer are permitted with physical distancing...Faith venues can continue to be open as long as two metre of distance is maintained between people outside of their household or Steady15 at a maximum of 50% of the venue, and everyone is wearing a mask.” See Province of NB website, archived:   https://web.archive.org/web/20210607153557/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels.html  https://web.archive.org/web/20210605194810/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"95","Newfoundland and Labrador","CAN_NL","07-Jun-21","C4_Restrictions on gatherings",4,"T",4,"T","On 7 june 2021, the provincial government of Newfoundland and Labrador (NL) continues to apply Alert Level 4 to part of the Western Health Region (St. George’s-Stephenville-Port au Port Area). The north-east coast of Newfoundland (Central Health Region) is at Alert Level 3. The rest of the province remains at Alert Level 2. At Alert Level 4: “Gatherings at funerals, burials, weddings, and religious and cultural ceremonies are limited to no more than 10 people, including the officiant. Physical distancing must be maintained. Public visitations and wakes are prohibited. Informal gatherings are limited to only those in your bubble.” At Alert Level 2: “Formal gatherings run by a recognized business or organization are limited to no more than 100 people. Physical distancing must be maintained....Informal gatherings are limited to only those in your Steady 20.” See government of NL website, archived: https://web.archive.org/web/20210607101132/https://www.gov.nl.ca/covid-19/  https://web.archive.org/web/20210607102202/https://www.gov.nl.ca/covid-19/files/Summary-Table-of-COVID-19-Alert-Level-System-graphic.pdf"
"96","Manitoba","CAN_MB","08-Jun-21","C4_Restrictions on gatherings",4,"G",4,"G","No policy change: https://web.archive.org/web/20210627232635/https://www.manitoba.ca/covid19/prs/reopening/milestone-one.html"
"97","Northwest Territories","CAN_NT","08-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","Outdoor gatherings: All persons may gather at an outdoor location provided no more than 200 persons are present and 2 metres must be maintained by each household. This guideline extends to outdoor sports, music festivals, food and drink on patios, garage sales and parades.    Indoor gatherings: Businesses, organizations, restaurants and bars are restricted to no more than 25 persons per floor in a location and must maintain at least 2 metres between groups. Singing and playing of wind and brass instruments in a dwelling place are prohibited when persons from outside the household are present. Persons are prohibited from having more than 5 persons from outside their household in a dwelling place, and from having more than a total of 10 persons in that dwelling place at any one time.    https://web.archive.org/web/20210614170121/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/public-health-order-relaxing-outside-restrictions-2021-06-09_en.pdf  https://web.archive.org/web/20210614165521/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021"
"98","Nunavut","CAN_NU","09-Jun-21","C4_Restrictions on gatherings",4,"T",3,"T","Restrictions eased in Kinngait on 9th June. Indoor home gatherings can now have 15 people plus household members. Outdoor gatherings can have up to 100 people. Restrictions in Iqaluit already eased on 3rd June so that indoor home gatherings could now have five people in addition to household members and outdoor gatherings could have up to 25 people.    The code can therefore be updated to 3T.      Source: http://web.archive.org/web/20210616081758/https://www.gov.nu.ca/health/news/public-health-restrictions-eased-kinngait-and-iqaluit-masks-mandatory-across-territory"
"99","Alberta","CAN_AB","10-Jun-21","C4_Restrictions on gatherings",4,"G",4,"G","On June 10, Alberta moved into stage 2 of reopening. The changes to private gatherings are as follows:  - Outdoor social gatherings increase to 20 people, with distancing.  - Indoor and outdoor wedding ceremonies may occur with up to 20 attendees. Receptions are permitted outdoors.  - Indoor and outdoor funeral services remain unchanged with up to 20 people permitted. Receptions are permitted outdoors.    As there are no updates to private gatherings in the homes until stage 3, the coding remains at the strictest, as those indoor gatherings are still not permitted.    https://web.archive.org/web/20210614034913/https://www.alberta.ca/release.cfm?xID=7934477F07AEA-A03E-C928-08F2CE679254D785"
"100","Ontario","CAN_ON","11-Jun-21","C4_Restrictions on gatherings",4,"G",4,"G","Ontario moves to its Step One of reopening.     Gatherings are now restricted to 10 people.  https://web.archive.org/web/20210621021725/https://news.ontario.ca/en/release/1000279/ontario-to-move-to-step-one-of-roadmap-to-reopen-on-june-11"
"101","Quebec","CAN_QC","11-Jun-21","C4_Restrictions on gatherings",4,"G",4,"G","Up to 25 people are allowed for outdoor sports.    https://web.archive.org/web/20210622043327/https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/plan-deconfinement"
"102","Newfoundland and Labrador","CAN_NL","12-Jun-21","C4_Restrictions on gatherings",4,"T",3,"G","Effective 12 june 2021, the government of Newfoundland and Labrador (NL) moved that part of the Western Health Region, which had been at Alert Level 4, to level 2. The entire province is now at Alert Level 2: “Formal gatherings run by a recognized business or organization are limited to no more than 100 people. Physical distancing must be maintained....Informal gatherings are limited to only those in your Steady 20.” See government of NL website, archived: https://web.archive.org/web/20210614172737/https://www.gov.nl.ca/covid-19/alert-system/alert-level-2/  https://web.archive.org/web/20210614173703/https://www.gov.nl.ca/releases/2021/health/0611n05/"
"103","New Brunswick","CAN_NB","14-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 14 June 2021, the province of New Brunswick (NB) is at the Yellow level. “Indoor informal – Your household and Steady15. Indoor formal – Occupancy limits are based on capacity of facility to maintain physical distancing of people who are not members of the same household or Steady15 and are to be no more than 50% of the facility’s capacity. Continuous mask use is required....Outdoor gatherings with physical distancing of 50 people or fewer are permitted with physical distancing...Faith venues can continue to be open as long as two metre of distance is maintained between people outside of their household or Steady15 at a maximum of 50% of the venue, and everyone is wearing a mask.” See Province of NB website, archived:   https://web.archive.org/web/20210614140630/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels.html  https://web.archive.org/web/20210614140847/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"104","Northwest Territories","CAN_NT","15-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","Indoor gatherings remain restricted to no more than 25 persons. Persons are prohibited from having more than 5 persons from outside their household in a dwelling place, and from having more than a total of 10 persons in that dwelling place at any one time.  Outdoor gatherings are permitted for up to 200 persons with minimal restrictions. This guideline extends to outdoor sports, music festivals, food and drink on patios, garage sales and parades.        https://web.archive.org/web/20210614170121/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/public-health-order-relaxing-outside-restrictions-2021-06-09_en.pdf  https://web.archive.org/web/20210621180854/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021"
"105","Nova Scotia","CAN_NS","16-Jun-21","C4_Restrictions on gatherings",4,"G",3,"G","As of June 16, 2021, the informal social gathering limit indoors is up to 10 people (household members and visitors) without social distancing and masks. Informal social gathering limit outdoors is up to 25 people without social distancing.     1. Source: https://archive.fo/dVmVY  2. Source: https://archive.fo/Rp1yH"
"106","Prince Edward Island","CAN_PE","16-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","https://archive.vn/yZPrK    (Effective June 6, 2021)    Moving Forward Step 1: FAQs    Personal gatherings will increase to up to 20 people indoors and outdoors.  Weddings and funerals will be permitted with a maximum of 150 people, in cohorts of 50, hosted by a recognized business or organization.  Special occasion events (ex: backyard weddings, anniversary parties) hosted by individuals are permitted with up to 50 people with a reviewed operational plan.  Restaurants may have a table size of up to 20; no restricted closing time for in-person consumption of food and beverage."
"107","Alberta","CAN_AB","18-Jun-21","C4_Restrictions on gatherings",4,"G",4,"G","It was announced on June 18 that all COVID-19 restrictions will be lifted as of July 1, including the ban on home indoor gatherings.    https://web.archive.org/web/20210620035653/https://www.alberta.ca/release.cfm?xID=7940144E074DD-E72F-4915-342DE21DB9377300"
"108","Saskatchewan","CAN_SK","20-Jun-21","C4_Restrictions on gatherings",NA,NA,3,"G","""""Saskatchewan enters Step Two of re-opening Sunday, June 20 and in-person gathering limits increase across a number of sectors and for private gatherings.  Most notably, private indoor gatherings will increase from 10 to 15 people.  Note that the provincial masking mandate remains in place under Step Two.  """"    https://web.archive.org/web/20210619052006/https://www.saskatchewan.ca/government/news-and-media/2021/june/18/covid19-update-for-june-18-961997-vaccines-administered-98-new-cases-95-recoveries-one-new-death"
"109","New Brunswick","CAN_NB","21-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 21 June 2021, the entire province of New Brunswick (NB) is at Yellow alert -- phase 2 on the path to green: “Indoor informal gatherings are permitted with 20 people or fewer. Indoor formal gatherings are permitted with 50 per cent capacity with a COVID operational plan. Outdoor informal gatherings are permitted with two metres of distancing between groups. Outdoor formal gatherings are permitted with a maximum capacity possible with distancing and a COVID operational plan...Faith venues can continue to be open with a COVID-19 operational plan with a maximum of 50% of the venue, and everyone is wearing a mask.” New rules still consistent with 3G code. See Province of NB websites, archived:   https://web.archive.org/web/20210619184600/https://www2.gnb.ca/content/dam/gnb/Departments/eco-bce/Promo/covid-19/path-to-green.pdf  https://web.archive.org/web/20210621111612/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"110","Newfoundland and Labrador","CAN_NL","21-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 21 june 2021, the entire province of Newfoundland and Labrador (NL) is at Alert Level 2. “Formal gatherings run by a recognized business or organization are limited to no more than 100 people. Physical distancing must be maintained....Informal gatherings are limited to only those in your Steady 20.” See government of NL website, archived:  https://web.archive.org/web/20210621150756/https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/  https://web.archive.org/web/20210621153651/https://www.gov.nl.ca/covid-19/files/Detailed-summary-table-of-COVID-19-Alert-Level-System-graphic.pdf"
"111","Northwest Territories","CAN_NT","22-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","Indoor gatherings remain restricted to no more than 25 persons. Persons are prohibited from having more than 5 persons from outside their household in a dwelling place, and from having more than a total of 10 persons in that dwelling place at any one time.  Outdoor gatherings are permitted for up to 200 persons with minimal restrictions. This guideline extends to outdoor sports, music festivals, food and drink on patios, garage sales and parades.    https://web.archive.org/web/20210627194613/https://www.gov.nt.ca/covid-19/en/emerging-wisely-2021  https://web.archive.org/web/20210614170121/https://www.gov.nt.ca/covid-19/sites/covid/files/resources/public-health-order-relaxing-outside-restrictions-2021-06-09_en.pdf"
"112","Yukon","CAN_YT","25-Jun-21","C4_Restrictions on gatherings",3,"G",4,"G","On 25th June, in response to the Covid outbreak in Yukon, it was announced that unorganized social gatherings should now be limited to no more than six adults.    Source: https://web.archive.org/web/20210630113929if_/https://yukon.ca/en/news/june-25-2021-chief-medical-officer-health-advises-social-firebreak-informal-gatherings-no-more-than-six-as-case-count-continues-to-rise"
"113","Prince Edward Island","CAN_PE","27-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","https://archive.vn/yZPrK    (Effective June 6, 2021)    Moving Forward Step 1: FAQs    Personal gatherings will increase to up to 20 people indoors and outdoors.  Weddings and funerals will be permitted with a maximum of 150 people, in cohorts of 50, hosted by a recognized business or organization.  Special occasion events (ex: backyard weddings, anniversary parties) hosted by individuals are permitted with up to 50 people with a reviewed operational plan.  Restaurants may have a table size of up to 20; no restricted closing time for in-person consumption of food and beverage."
"114","New Brunswick","CAN_NB","28-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 28 June 2021, the entire province of New Brunswick (NB) is at Yellow alert -- phase 2 on the path to green: “Indoor informal gatherings are permitted with 20 people or fewer. Indoor formal gatherings are permitted with 50 per cent capacity with a COVID operational plan. Outdoor informal gatherings are permitted with two metres of distancing between groups. Outdoor formal gatherings are permitted with a maximum capacity possible with distancing and a COVID operational plan...Faith venues can continue to be open with a COVID-19 operational plan with a maximum of 50% of the venue, and everyone is wearing a mask.” See Province of NB websites, archived:   https://web.archive.org/web/20210628191913/https://www2.gnb.ca/content/gnb/en/news/news_release.2021.06.0505.html  https://web.archive.org/web/20210628193814/https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/alert-levels/yellow%20level.html"
"115","Newfoundland and Labrador","CAN_NL","28-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","On 28 june 2021, the entire province of Newfoundland and Labrador (NL) is at Alert Level 2. “Formal gatherings run by a recognized business or organization are limited to no more than 100 people. Physical distancing must be maintained....Informal gatherings are limited to only those in your Steady 20.” See government of NL website, archived:  https://web.archive.org/web/20210628141405/https://www.gov.nl.ca/covid-19/alert-levels/alert-level-2/  https://web.archive.org/web/20210628170137/https://www.gov.nl.ca:443/covid-19/files/Detailed-summary-table-of-COVID-19-Alert-Level-System-graphic.pdf"
"116","Nova Scotia","CAN_NS","28-Jun-21","C4_Restrictions on gatherings",3,"G",3,"G","As of June 28, 2021, the maximum number of people that can gather without social distancing or masks is still 10. Source: https://archive.fo/t0dh0"
