"","RegionName","RegionCode","Date","indicator_type","past_value","past_flag","present_value","present_flag","Notes"
"373","Idaho","US_ID","30-Nov","C3_Cancel.public.events",2,"G",2,"G","Idaho remains in modified Stage 2 of the Idaho Rebounds reopening plan after Gov. Brad Little’s latest health order, announced on Nov. 14. "
"374","Rhode Island","US_RI","30-Nov","C3_Cancel.public.events",1,"G",2,"G","Catered events for more than one household must not be held during the Pause. Weddings already scheduled to occur during the Pause at 25 persons or below indoors or 75 persons or below outdoors may occur if a request is made to and approved by the Department of Business Regulation. Requests may be made to Department of Business Regulation at https://dbr.ri.gov/covid/plans/plans.php.    http://web.archive.org/web/20201202090304/https://reopeningri.com/wp-content/uploads/2020/11/ReopeningRI-Pause-guidelines-v-F-1.pdf"
"375","Vermont","US_VT","30-Nov","C3_Cancel.public.events",2,"G",2,"G","No change detected in this indicator - Addendum 8 to Amended and Restated Executive Order 01-20 remains in effect.  "
"376","Wyoming","US_WY","30-Nov","C3_Cancel.public.events",1,"G",1,"G","November 19 Public Health orders remain in force.    https://web.archive.org/web/20201206214857/https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-orders-and-guidance/"
"377","Alaska","US_AK","01-Dec","C3_Cancel.public.events",0,NA,2,"T","In EO-16, the Acting Mayor of Anchorage ordered that effective 1 December 2020, no more than 6 individuals can meet for indoor gatherings and no more than 10 individuals can meet for outdoor gatherings. As a result, this indicator will be coded as a 2T, as the stringency of this restriction prevents public events from taking place.    EO-16:  https://web.archive.org/web/20201206221719/https://www.muni.org/covid-19/documents/signed%20eo-16.pdf"
"378","Arizona","US_AZ","01-Dec","C3_Cancel.public.events",1,"G",1,"G","No policy change. Events can be approved to go ahead at the government's discretion if they exceed the 50-person gathering limit. There are media reports of a push to ban all events.  https://web.archive.org/web/20201205191446/https://www.aarp.org/politics-society/government-elections/info-2020/coronavirus-state-restrictions.html"
"379","Illinois","US_IL","01-Dec","C3_Cancel.public.events",1,"G",1,"G","Executive Order 2020-73, which encourages the limiting of gatherings and prohibits indoor events in still in effect. Source: https://archive.fo/5A1QK"
"380","Indiana","US_IN","01-Dec","C3_Cancel.public.events",1,"G",1,"G","The Indiana Governor's Executive Order 20-48, which is still in effect, provides the following guidelines for public events:  1. Counties designated as blue - 250 people maximum  2. Counties designated as yellow - 100 people maximum   3. Counties designated as orange - 50 people maximum  4. Counties designated as red - 25 people maximum  Source: https://archive.fo/dpQoQ"
"381","Massachusetts","US_MA","01-Dec","C3_Cancel.public.events",1,"T",1,"T","(No change)    Effective since November 6, Indoor gatherings at event venues in a public setting are limited to a maximum of 25 guests.  Outdoor gatherings in public settings in low-risk communities can have a max of 100 guests while for communities that don't qualify as low-risk, the limit is set to 50 guests at one time.    https://web.archive.org/web/20201129060855/https://www.mass.gov/doc/covid-19-order-54/download  https://web.archive.org/web/20201128191304/https://www.mass.gov/news/baker-polito-administration-announces-targeted-measures-to-curb-rising-covid-19-cases  "
"382","Maine","US_ME","01-Dec","C3_Cancel.public.events",1,"G",1,"G","Governor Mills’ Executive Order 16 FY 20/21, which came into effect on 4th November, is still in force as of 6th December, so this indicator remains at 1G. "
"383","Minnesota","US_MN","01-Dec","C3_Cancel.public.events",2,"G",2,"G","No policy change. Events of any kind are not permitted.    https://web.archive.org/web/20201123180316/https://mn.gov/covid19/for-minnesotans/stay-safe-mn/stay-safe-plan.jsp  (new archive not possible due to security restrictions on website)"
"384","Montana","US_MT","01-Dec","C3_Cancel.public.events",1,"G",1,"G","No further updates since Governor issued last directive on Nov 20 (see note above). In summary, directive states "" Public Gatherings and Events Limited to 25 Individuals Where Social Distancing Is Not Possible or Observed"". This language does not require cancellation of public events, but provides a recommendation and limit on size of gatherings - therefore, best represented as 1G.     Link to Governor's directive on Nov 20:   http://web.archive.org/web/20201209012702/https://destinationmissoula.org/docs/2020-11-17_Directive-on-Group-Size-and-Capacity-FINAL.pdf"
"385","North Carolina","US_NC","01-Dec","C3_Cancel.public.events",1,"G",1,"G","No changes to policy after checking relevant resources."
"386","Nevada","US_NV","01-Dec","C3_Cancel.public.events",1,"G",1,"G","The Statewide Pause of November 24 is still in effect, lasting 3 weeks.  https://web.archive.org/web/20201124010515/https://nvhealthresponse.nv.gov/wp-content/uploads/2020/11/NV-SW-Pause-11-24-Summary-Graphic.pdf"
"387","New York","US_NY","01-Dec","C3_Cancel.public.events",2,"T",2,"T","No changes noted - see note on Nov 19 for a description of limitations on gatherings"
"388","Vermont","US_VT","01-Dec","C3_Cancel.public.events",2,"G",2,"G","As a result of gathering restrictions set out in Addendum 8 to Amended and Restated Executive Order 01-20, it is assumed that public events are cancelled as this restriction would prevent a sizeable public event from taking place.    ""a. Multiple Household Social Gatherings Suspended. Attendance at all public  and private social, recreational and entertainment gatherings, indoor and  outdoor, including large social gatherings incidental to ceremonies, holiday  gatherings, parties and celebrations, shall be limited to participation with  only members of a single household. For the sake of clarity, nothing in this  Order prohibits the gathering of members living in the same residence.  Individuals who live alone may gather with members of their immediate  family residing in a different household.""    https://web.archive.org/web/20201209102055/https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%208%20TO%20AMENDED%20AND%20RESTATED%20EXECUTIVE%20ORDER%2001-20.pdf"
"389","New Mexico","US_NM","02-Dec","C3_Cancel.public.events",2,"G",2,"T","On December 2nd, a new ""tiered 'Red to Green' system"" for reopening counties was instated, with level designations based on thresholds for test positivity rates and confirmed case per capita counts.     On the first day this force was in order, every county was on red level (the highest) except for San Miguel county, which was placed on level yellow.     On red level, gatherings are limited to 5 individuals or 10 vehicles. At yellow level, gatherings of 10 indviduals are allowed. At green, gatherings of 20 individuals are allowed.     Source: https://web.archive.org/web/20201205063447/https://www.governor.state.nm.us/2020/11/27/state-announces-tiered-red-to-green-system-for-n-m-counties-in-next-phase-of-covid-19-response/    Source: https://web.archive.org/web/20201205063316/https://cvprovider.nmhealth.org/public-dashboard.html    Source: https://web.archive.org/web/20201130163023/https://www.governor.state.nm.us/wp-content/uploads/2020/11/RED-TO-GREEN-FRAMEWORK-FOR-SAFE-REOPENING.pdf"
"390","Washington","US_WA","02-Dec","C3_Cancel.public.events",2,"G",2,"G","On December 2, Governor Inslee updated restrictions for religious and faith based organizations.    The update clarifies that religious and faith-based organizations can hold outdoor services with up to 200 individuals, regardless of location, so long as physical distancing is followed and face coverings are worn. This modification expands where outdoor services can be held, services are no longer limited to the organization’s property or an immediately adjacent property.    https://web.archive.org/web/20201207165038/https://www.governor.wa.gov/news-media/inslee-updates-restrictions-religious-and-faith-based-organizations"
"391","Florida","US_FL","03-Dec","C3_Cancel.public.events",1,"T",1,"T","Miami-Dade County extends the local State of Emergency beginning December 3rd for an additional 7 days. No new closure/containment measures have been introduced.     Link:  https://web.archive.org/web/20201206143817/https://www.miamidade.gov/information/library/12.02.20-state-of-emergency-declaration-extension-39.pdf"
"392","Oregon","US_OR","03-Dec","C3_Cancel.public.events",2,"G",2,"G","Public events continue to be canceled. Some exceptions apply to gatherings at churches. See the most recent parameters in Governor Brown's Executive Order 20-66, which went into effect Dec 3.     https://web.archive.org/web/20201206220513/https://www.oregon.gov/gov/Documents/executive_orders/eo_20-66.pdf"
"393","Arkansas","US_AR","04-Dec","C3_Cancel.public.events",1,"G",1,"G","No update. The Executive Order (EO) 20-48 (passed October 13 until December 13) is still in effect.   https://web.archive.org/web/20201014215524/https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-48.pdf     No relevant updates from the Health Department.   https://web.archive.org/web/20201104180008/https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus   "
"394","Florida","US_FL","04-Dec","C3_Cancel.public.events",1,"T",1,"T","Palm Beach County extends the local State of Emergency for an additional 7 days (until December 11th) with no new containment/closure measurements introduced.     Link:  https://web.archive.org/web/20201206143251/https://discover.pbcgov.org/PDF/COVID19/Declaration-of-Continuing-State-of-Emergency.pdf"
"395","California","US_CA","06-Dec","C3_Cancel.public.events",2,"T",2,"T","California has split the state up into 5 regions, and enacted a regional Stay Home order dependent on ICU availability. If a region has been announced as having less than 15% ICU availability, the Stay Home order goes into effect at 23:59 on the day after.  Effective December 6 at 11:59pm, the regional Stay Home order goes into effect for San Joaquin Valley and Southern California.      The order states:  All gatherings with members of other households are prohibited in the Region  except as expressly permitted herein. However, worship and political expression are permitted outdoors, consistent with existing guidance for those activities.    Once triggered, the order will remain in effect for at least 3 weeks. After that period, it will be lifted when a region’s projected ICU capacity meets or exceeds 15%. This will be assessed on a weekly basis after the initial 3 week period.     CDPH order: https://web.archive.org/web/20201207082852/https://www.gov.ca.gov/wp-content/uploads/2020/12/12.3.20-Stay-at-Home-Order-ICU-Scenario.pdf    Calif. website: https://web.archive.org/web/20201207082935/https://covid19.ca.gov/stay-home-except-for-essential-needs/"
"396","Arizona","US_AZ","07-Dec","C3_Cancel.public.events",1,"G",2,"G","No policy change. No events over 50 people are permitted.    https://web.archive.org/web/20201211233510/https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-community"
"397","Maine","US_ME","07-Dec","C3_Cancel.public.events",1,"G",1,"G","Governor Mills’ Executive Order 16 FY 20/21, which came into effect on 4th November, is still in force as of 15th December, so this indicator remains at 1G. "
"398","New Hampshire","US_NH","07-Dec","C3_Cancel.public.events",1,"G",1,"G","No change detected after searching news articles, press releases and executive orders."
"399","New Jersey","US_NJ","07-Dec","C3_Cancel.public.events",1,"G",2,"G","Effective Dec 7, 2020, the number of individuals at outdoor gatherings was limited to 25 persons or fewer. All other requirements for outdoor gatherings shall remain in effect. An outdoor gathering that is a religious service or celebration, political activity, wedding ceremony, funeral, or memorial service is not required to comply with the numerical limit on persons.     Outdoor receptions held separately from wedding ceremonies are limited to 25 people under the current limits on gatherings.        https://web.archive.org/web/20201207194043/https://covid19.nj.gov/faqs/nj-information/reopening-guidance-and-restrictions/how-can-people-safely-get-together-what-are-the-limits-for-indoor-and-outdoor-gatherings#direct-link    https://web.archive.org/web/https://www.nj.com/coronavirus/2020/11/details-exemptions-for-njs-new-outdoor-gathering-limit-revealed-by-gov-murphy.html  "
"400","Illinois","US_IL","08-Dec","C3_Cancel.public.events",1,"G",1,"G","As of December 8, 2020, the Governor's Executive Order 2020-73, which encourages the limiting of gatherings and prohibits indoor events in still in effect. Source: https://archive.fo/pEJqj"
"401","Indiana","US_IN","08-Dec","C3_Cancel.public.events",1,"G",1,"G","As of December 8, 2020, the Indiana Governor's Executive Order 20-48, which is still in effect, provides the following guidelines for public events:  1. Counties designated as blue - 250 people maximum  2. Counties designated as yellow - 100 people maximum   3. Counties designated as orange - 50 people maximum  4. Counties designated as red - 25 people maximum  As of December 8, 2020, all counties are in the orange or red categories, meaning that the maximum number of people allowed at a public event anywhere in the state is 50.    1. Source: https://archive.fo/YHgqd  2. Source: https://archive.fo/zWlKP"
"402","Massachusetts","US_MA","08-Dec","C3_Cancel.public.events",1,"T",1,"T","(No change announced)"
"403","Nevada","US_NV","08-Dec","C3_Cancel.public.events",1,"G",1,"G","Under Nevada's statewide pause, expiring next week, events are capped at 50 people.  https://web.archive.org/web/20201207090506/https://nvhealthresponse.nv.gov/wp-content/uploads/2020/11/NV-SW-Pause-11-24-Summary-Graphic.pdf"
"404","Rhode Island","US_RI","08-Dec","C3_Cancel.public.events",2,"G",2,"G","Catered events for more than one household must not be held during the Pause. Weddings already scheduled to occur during the Pause at 25 persons or below indoors or 75 persons or below outdoors may occur if a request is made to and approved by the Department of Business Regulation. Requests may be made to Department of Business Regulation at https://dbr.ri.gov/covid/plans/plans.php.    http://web.archive.org/web/20201202090304/https://reopeningri.com/wp-content/uploads/2020/11/ReopeningRI-Pause-guidelines-v-F-1.pdf"
"405","South Carolina","US_SC","08-Dec","C3_Cancel.public.events",1,"G",1,"G","Gov. McMaster Executive Order 2020-75 went into effect December 8 to extend the State of Emergency for an additional 15 days until December 23rd. Also, Executive Order No. 2020-73 (Modifying Amending Emergency Measures) is extended for the duration of the State of Emergency.     Link:  https://web.archive.org/web/20201211012939/https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-12-08%20FILED%20Executive%20Order%20No.%202020-75%20-%20State%20of%20Emergency.pdf"
"406","Utah","US_UT","08-Dec","C3_Cancel.public.events",1,"G",1,"G","Restrictions still in place.   https://web.archive.org/web/20201213194235/https://www.kuer.org/health-care/2020-08-30/coronavirus-and-utah-what-you-need-to-know  "
"407","Iowa","US_IA","09-Dec","C3_Cancel.public.events",1,"G",1,"G","On December 9th, Iowa Governor Kim Reynolds extended the restriction on the number of event and gathering attendees. The maximum permitted capacity for indoor and outdoor events was 15 and 30 people, respectively. This restriction lasts until December 16th.     https://web.archive.org/web/20201209231114/https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.12.09.pdf "
"408","Michigan","US_MI","09-Dec","C3_Cancel.public.events",2,"G",2,"G","Effective December 9th (and expiring December 20th), the Department of Health and Human Services of Michigan declared that:   ""Gatherings, are prohibited in the following settings:  Entertainment venues, including: auditoriums; arenas; banquet halls; cinemas; conference centers; concert halls; performance venues; sporting venues; stadiums; and theaters;  Recreational facilities and places of public amusement, including: amusement parks; arcades; bingo halls; bowling alleys; casinos; night clubs; roller rinks; strip clubs; water parks; and trampoline parks;""  See archive:  https://web.archive.org/web/20201207194523/https://www.michigan.gov/coronavirus/0,9753,7-406-98178_98455-546790--,00.html"
"409","New York","US_NY","09-Dec","C3_Cancel.public.events",2,"T",2,"T","No further updates to the New York Cluster Initiative plan. "
"410","Wyoming","US_WY","09-Dec","C3_Cancel.public.events",1,"G",1,"G","New public health order effective through Jan. 8 2021 decreases gathering sizes to 10.  Organized sporting events limited to groups of 12.  People seated at an event are limited to groups of six unless all are members of the same household.  In practice this greatly restricts public events.   https://web.archive.org/web/20201213185958/https://health.wyo.gov/wp-content/uploads/2020/12/Order2_EighteenthContinuation_Dec72020.pdf"
"411","Connecticut","US_CT","10-Dec","C3_Cancel.public.events",1,"G",1,"G","No change: still in phase 2.1   https://web.archive.org/web/20201209000700/https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Sector-Rules-and-Certification-for-Reopen    Phase 2.1: Outdoor event venues up to 25% capacity, fairs and festivals up to 25% of last year's capacity    https://web.archive.org/web/20201129223314/https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/Sector-Rules-and-Certification-for-Reopen"
"412","Florida","US_FL","10-Dec","C3_Cancel.public.events",1,"T",1,"T","Miami-Dade County extends the local State of Emergency for an additional 7 days expiring December 17th, unless further extended. No new containment/closure measures have been implemented.    Link:  https://web.archive.org/web/20201215012930/https://www.miamidade.gov/information/library/12.09.20-state-of-emergency-declaration-extension-40.pdf"
"413","Georgia","US_GA","10-Dec","C3_Cancel.public.events",2,"G",2,"G","No changes to policy after checking all relevant sources. "
"414","North Carolina","US_NC","10-Dec","C3_Cancel.public.events",1,"G",1,"G","No changes to policy after checking all relevant sources."
"415","Ohio","US_OH","10-Dec","C3_Cancel.public.events",1,"G",1,"G","Ohio Department of Health will be extending the 10 p.m. to 5 a.m. statewide curfew (""Stay at Home Tonight"") until January 2, 2021. It will be issuing a variance to the curfew for specific sporting events in Ohio.     https://web.archive.org/web/20201214052356/https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-12-10-20"
"416","Oklahoma","US_OK","10-Dec","C3_Cancel.public.events",1,"T",1,"G","Attendance at youth indoor sporting events will be limited to four spectators per participant or 50% of the building’s capacity, whichever is lower.   Public gatherings will be limited to 50% capacity unless the local Health Department has granted an exception.     Link: https://web.archive.org/web/20201211023104/https://www.governor.ok.gov/articles/press_releases/governor-stitt-commissioner-frye-announce"
"417","Vermont","US_VT","10-Dec","C3_Cancel.public.events",2,"G",2,"G","As a result of gathering restrictions set out in Addendum 8 to Amended and Restated Executive Order 01-20, it is assumed that public events are cancelled as this restriction would prevent a sizeable public event from taking place.    ""a. Multiple Household Social Gatherings Suspended. Attendance at all public  and private social, recreational and entertainment gatherings, indoor and  outdoor, including large social gatherings incidental to ceremonies, holiday  gatherings, parties and celebrations, shall be limited to participation with  only members of a single household. For the sake of clarity, nothing in this  Order prohibits the gathering of members living in the same residence.  Individuals who live alone may gather with members of their immediate  family residing in a different household.""    https://web.archive.org/web/20201209102055/https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%208%20TO%20AMENDED%20AND%20RESTATED%20EXECUTIVE%20ORDER%2001-20.pdf"
"418","Arkansas","US_AR","11-Dec","C3_Cancel.public.events",1,"G",1,"G"," Effective December 11, Executive Order (EO) 51 signed by Governor Hutchinson formally extends the public health and disaster emergency declaration state-wide for an additional twenty days to December 31, 2020.     In it, he extends several EOs and directs people to follow the Arkansas Department of Health.     https://web.archive.org/web/20201213021724/https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-51.pdf     The Arkansas Department of Health hasn’t changed any restrictions -  on workplace closings, public events, gatherings, stay at home requirements, etc.     https://web.archive.org/web/20201213032035/https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus   "
"419","Florida","US_FL","11-Dec","C3_Cancel.public.events",1,"T",1,"T","Palm Beach County extends the local State of Emergency for an additional 7 days expiring December 18th, unless further extended. No new containment/closure measures have been implemented.    Link:  https://web.archive.org/web/20201210021402/https://discover.pbcgov.org/PDF/COVID19/Declaration-of-Continuing-State-of-Emergency.pdf"
"420","Maryland","US_MD","11-Dec","C3_Cancel.public.events",2,"T",2,"T","Restrictions on gatherings remain in Baltimore's updated order, effective December 11. Indoor gatherings are limited to up to 10, and must have proper distancing. Outdoor gatherings can have up to 25 people. Sports gatherings at facilities controlled by Baltimore City Department of Parks and Recreation are prohibited. Religious facilities may still operate, but effective December 11, they must not exceed 25% capacity.    Baltimore Order: https://web.archive.org/web/20201214074053/https://www.baltimorecity.gov/sites/default/files/MAYORAL%20EXECUTIVE%20ORDER%20121120.pdf"
"421","Nebraska","US_NE","11-Dec","C3_Cancel.public.events",1,"T",0,NA,"On December 11, Nebraska’s pandemic response plan links DHM restrictions to the percentage of staffed hospital beds in Nebraska filled by coronavirus patients.  The percentage is below 20% (7-day rolling average), which is the threshold for the State moving to the “yellow” phase of its pandemic plan.  Moving from the “orange” to “yellow” phase involves the following DHM changes:    Fan attendance at extracurricular activities—both school and club—is no longer limited to household members of participants.  Parties at restaurants and bars remain limited to groups of 8 or less.  Individuals must still be seated unless ordering food, using the restroom, or playing games.  Six feet of separation between groups returns to a guidance.  The maximum capacity for indoor gatherings goes from 25% to 50%.  Only certain venu   es where people convene are considered “gatherings” under the State’s DHMs.  Go to dhhs.ne.gov/coronavirus and click on “Directed Health Measures” for details.  Masks are recommended, rather than required, for establishments such as childcare centers, salons, barber shops, massage therapists, and body art studios.   Elective surgeries can resume as long as a hospital keeps 10% of its capacity available to treat coronavirus patients.    https://web.archive.org/web/20201214155014/http://dhhs.ne.gov/Documents/DHM-Measure-Table-ENGLISH.pdf    https://web.archive.org/web/20201214155132/https://governor.nebraska.gov/press/gov-ricketts-announces-new-directed-health-measures-take-effect-saturday  "
"422","Pennsylvania","US_PA","12-Dec","C3_Cancel.public.events",1,"G",1,"G","Public events are still allowed to go ahead but government advice recommends against this. However, as of 12th December, State Governor Tom Wolf issues further, state-wide restrictions on indoor and outdoor gatherings and events, effective until 4th January 2021.    Indoor gatherings and events of more than 10 persons are prohibited. Places of worship are exempt from this order provided congregations are only for the explicit purpose of worship.    Outdoor gatherings of more than 50 persons are prohibited.    See pa.gov, archived:  https://web.archive.org/web/20201210213355/https://www.governor.pa.gov/wp-content/uploads/2020/12/20201210-TWW-Limited-Time-Mitigation-Order.pdf  "
"423","Rhode Island","US_RI","12-Dec","C3_Cancel.public.events",2,"G",2,"G","Rhode Island on Pause has been extended for another week, ends on 20th December 2020.    http://web.archive.org/web/20201215195035/https://governor.ri.gov/documents/orders/Executive-Order-20-105.pdf    http://web.archive.org/web/20201219192238/https://reopeningri.com/wp-content/uploads/2020/11/ReopeningRI-Pause-guidelines-v-F-1.pdf"
"424","Alaska","US_AK","13-Dec","C3_Cancel.public.events",2,"T",2,"T","EO-16 remains in effect in Anchorage, with the stringency of gathering restrictions preventing public events from taking place.    EO-16:  https://web.archive.org/web/20201206221719/https://www.muni.org/covid-19/documents/signed%20eo-16.pdf"
"425","Indiana","US_IN","13-Dec","C3_Cancel.public.events",1,"G",1,"G","On December 13, 2020, the Indiana Governor issued Executive Order 20-50. The new order maintained the following guidelines for public events:  1. Counties designated as blue - 250 people maximum  2. Counties designated as yellow - 100 people maximum   3. Counties designated as orange - 50 people maximum  4. Counties designated as red - 25 people maximum  As of December 13, 2020, continue to remain in the orange or red categories, meaning that the maximum number of people allowed at a public event anywhere in the state is 50. Source: https://archive.fo/gxZXA"
"426","Massachusetts","US_MA","13-Dec","C3_Cancel.public.events",1,"T",2,"G","The Baker-Polito Administration announced that effective Sunday, December 13th, all communities in Massachusetts will return to Step 1 of Phase 3, of the Commonwealth’s reopening plan.     The return to Step 1 also comes with a limit on outdoor gatherings in public settings - reduced statewide from 100 persons to 50 persons.    Outdoor gatherings at private residences and in any other place not falling within the definition of an event venue or a public setting are limited to a maximum of 25 people.  In event venues or public settings, outdoor gatherings are limited to a maximum of 50 persons.    Effective December 13, all communities will roll back to Phase 3, Step 1 of Massachusetts’ re-opening plan, including the following restrictions:    Outdoor gatherings at event venues will be limited to no more than 50 people  Hosts of outdoor gatherings of greater than 25 people will be required to provide advance notice of the gathering their local board of health    https://web.archive.org/web/20201215235553/https://www.mass.gov/doc/covid-19-order-57/download    https://web.archive.org/web/20201215014947/https://www.mass.gov/news/baker-polito-administration-announces-statewide-rollback-to-phase-three-step-one-additional    "
"427","Arizona","US_AZ","14-Dec","C3_Cancel.public.events",2,"G",2,"G","No policy change. No events over 50 people are permitted. https://web.archive.org/web/20201211233510/https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-community"
"428","Delaware","US_DE","14-Dec","C3_Cancel.public.events",1,"G",2,"G","In its Phase 2 Reopen Plan, all games, matches, and competitions are hereby suspended from December 14 to January 11.    Because of the restrictions, I'm changing the code to a 2G.     https://web.archive.org/web/20201213040318/https://governor.delaware.gov/wp-content/uploads/sites/24/2020/12/Fourth-Revision-to-the-27th-Modification-of-the-Declaration-of-a-SOE-State-of-Delaware-12.10.20.pdf  "
"429","Georgia","US_GA","14-Dec","C3_Cancel.public.events",2,"G",2,"G","No changes to policy after checking all relevant sources. "
"430","Kentucky","US_KY","14-Dec","C3_Cancel.public.events",1,"T",1,"T","Indoor social gatherings are still capped at 8 people from no more than two households, however there is not a limit on outdoor gatherings. Usually, this would be coded as a 2—require cancelling—given the indoor restrictions. However, as the state government directly mentions outdoor gatherings being permitted, except in red zone areas, this is coded as a 1T. See the press release here: https://web.archive.org/web/20201214205952/https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=505"
"431","Montana","US_MT","14-Dec","C3_Cancel.public.events",1,"G",1,"G","No further updates "
"432","New Hampshire","US_NH","14-Dec","C3_Cancel.public.events",1,"G",1,"G","No change detected after searching news articles, press releases and executive orders."
"433","New York","US_NY","14-Dec","C3_Cancel.public.events",2,"T",2,"T","No further updates to the New York Cluster Initiative plan; see note on Dec 10 for updated metrics for entering cluster zones. "
"434","Virginia","US_VA","14-Dec","C3_Cancel.public.events",2,"G",2,"G","Gov Northam's Executive Order (EO-72) effective Monday, December 14, 2020, shall remain in full force and effect until 11:59 p.m., January 31, 2021.    All public and private in-person gatherings of more than 10 individuals who do not live  in the same residence are prohibited. A “gathering” includes, but is not limited to, parties,  celebrations, or other social events, whether they occur indoors or outdoors. The  presence of more than 10 individuals performing functions of their employment or  assembled in an educational instructional setting is not a “gathering.” The presence of  more than 10 individuals in a particular location, such as a park, or retail business is not a  “gathering” as long as individuals do not congregate. This restriction does not apply to  the gathering of Family members.    EO 72:  https://web.archive.org/web/20201213190606/https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-72-and-Order-of-Public-Health-Emergency-Nine-Common-Sense-Surge-Restrictions-Certain-Temporary-Restrictions-Due-to-Novel-Coronavirus-(COVID-19).pdf"
"435","Minnesota","US_MN","15-Dec","C3_Cancel.public.events",2,"G",2,"G","Inside entertainment venues, event spaces, and similar establishments remain closed until January 11.    https://archive.fo/SJeO6"
"436","North Carolina","US_NC","15-Dec","C3_Cancel.public.events",1,"G",1,"G","No changes to policy after checking all relevant sources."
"437","New Jersey","US_NJ","15-Dec","C3_Cancel.public.events",2,"G",2,"G","Effective from December 7, 2020 outdoor gatherings must be limited to 25 people (previously 150).      ""General outdoor gatherings must be limited to 25 people and social distancing must be practiced.  There is no limit for outdoor gatherings for wedding ceremonies, funerals, memorial services, religious activities, or political activities.""    This would imply a cancellation of most events aside from the exceptions stated.    https://web.archive.org/web/20201207192538/https://www.nj.com/coronavirus/2020/11/details-exemptions-for-njs-new-outdoor-gathering-limit-revealed-by-gov-murphy.html    https://web.archive.org/web/20201207194043/https://covid19.nj.gov/faqs/nj-information/reopening-guidance-and-restrictions/how-can-people-safely-get-together-what-are-the-limits-for-indoor-and-outdoor-gatherings#direct-link "
"438","Florida","US_FL","16-Dec","C3_Cancel.public.events",1,"T",1,"T","Effective December 16th, Broward County local Emergency Order 20-29 including a COVID-19 Comprehensive Emergency Order (CEO) supercedes all previous local emergency orders. Indoor events involving more than 100 people are strictly prohibited. Outdoor events involving more than 100 people are prohibited unless conducted pursuant to an operational plan in accordance with the CEO.     Link:  https://web.archive.org/web/20201216013534/https://www.broward.org/CoronaVirus/Documents/Emergency%20Order%2020-29.pdf"
"439","Georgia","US_GA","16-Dec","C3_Cancel.public.events",2,"G",2,"G","No changes to policy after checking all relevant sources. "
"440","Maine","US_ME","16-Dec","C3_Cancel.public.events",1,"G",1,"G","Governor Mills’ Executive Order 16 FY 20/21, which came into effect on 4th November, is still in force as of 21st December, so this indicator remains at 1G. "
"441","Florida","US_FL","17-Dec","C3_Cancel.public.events",1,"T",1,"T","Commencing December 17th, Miami-Dade County extends the local State of Emergency for an additional 7 days. No new closure/containment measurs have been issued.  Link:  https://web.archive.org/web/20201217031154/https://www.miamidade.gov/information/library/12.16.20-state-of-emergency-declaration-extension-41.pdf"
"442","Iowa","US_IA","17-Dec","C3_Cancel.public.events",1,"G",1,"G","On December 17th, Iowa Governor Kim Reynolds started to allow gatherings of more than ten people as long as those gatherings comply with the social distancing requirements and public health requirements.     http://web.archive.org/web/20201216222954/https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.12.16.pdf "
"443","Maryland","US_MD","17-Dec","C3_Cancel.public.events",2,"T",2,"G","Maryland issued new public health orders on December 17, including limiting indoor gatherings to 10 or less. Previously, the state-wide limit was 25.     Maryland order: https://web.archive.org/web/20201221080600/https://htv-prod-media.s3.amazonaws.com/files/12-17-2020-mdh-public-covid-19-advisory-1608243020.pdf"
"444","Florida","US_FL","18-Dec","C3_Cancel.public.events",1,"T",1,"T","Palm Beach County extends the local State of Emergency until December 25th, 2020. No new closure/containment measures have been issued.     Link:  https://web.archive.org/web/20201220191238/https://discover.pbcgov.org/PDF/COVID19/Declaration-of-Continuing-State-of-Emergency.pdf"
"445","Arkansas","US_AR","19-Dec","C3_Cancel.public.events",1,"G",1,"G","In Little Rock, most, but not all, city events transitioned online due to covid.     https://web.archive.org/web/20201219160257/https://www.littlerock.gov/for-residents/parks-and-recreation/macarthur-museum-of-arkansas-military-history/events-2020/"
